dataset,seed,decoder,cell,tau_level,patient_idx,prune_mode,verify_mode,metric,repair_enabled,n_edges_pruned,n_edges_total,prune_seconds,graph_build_seconds,decode_seconds,success,abstained,abstain_stage,repair_status,latency_sec,repair_trigger_immutable,repair_trigger_non_decreasing,repair_trigger_age_horizon,repair_trigger_directional,n_steps_repaired,n_repair_attempts,repair_failure_reason,path,path_len,path_cost,decoded_cvr_hop,decoded_cvr_endpoint,viol_immutable,viol_non_decreasing,viol_age_horizon,viol_directional,kde,effort
nhanes_real,2,v3,dsr_full_euclidean,0.05,764,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.016834250069223344,False,False,True,False,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': False, 'age_horizon': True, 'directional': False})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,765,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.01633070793468505,False,True,False,False,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': False, 'directional': False})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,766,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.0148854999570176,False,True,False,False,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': False, 'directional': False})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,767,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.017062874976545572,False,False,True,False,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': False, 'age_horizon': True, 'directional': False})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,769,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,search,,0.018323541968129575,,,,,,,,,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,770,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,search,,0.01663516601547599,,,,,,,,,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,775,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.0183736669132486,False,False,True,False,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': False, 'age_horizon': True, 'directional': False})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,779,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,True,False,,clean,0.01377745799254626,,,,,0.0,0.0,,"[3086, 1002]",2.0,0.5249665975570679,False,False,False,False,False,False,-6.426444102079383,1.4286961555480957
nhanes_real,2,v3,dsr_full_euclidean,0.05,780,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.017865916015580297,False,True,False,False,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': False, 'directional': False})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,781,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,True,False,,clean,0.019369125016964972,,,,,0.0,0.0,,"[3086, 1717]",2.0,0.4757733941078186,False,False,False,False,False,False,-7.552057526987584,1.713606595993042
nhanes_real,2,v3,dsr_full_euclidean,0.05,783,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,search,,0.01984762493520975,,,,,,,,,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,786,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,search,,0.013125124969519675,,,,,,,,,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,787,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,search,,0.015775791951455176,,,,,,,,,,,,,,,,,,
