dataset,seed,decoder,cell,tau_level,patient_idx,prune_mode,verify_mode,metric,repair_enabled,n_edges_pruned,n_edges_total,prune_seconds,graph_build_seconds,decode_seconds,success,abstained,abstain_stage,repair_status,latency_sec,n_steps_repaired,n_repair_attempts,repair_failure_reason,path,path_len,path_cost,decoded_cvr_hop,decoded_cvr_endpoint,viol_immutable,viol_non_decreasing,viol_age_horizon,viol_directional,kde,effort,repair_trigger_immutable,repair_trigger_non_decreasing,repair_trigger_age_horizon,repair_trigger_directional
nhanes_real,0,v2,dsr_c1,0.95,755,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.0038647910114377737,0.0,0.0,,"[3086, 1478]",2.0,0.352823942899704,False,False,False,False,False,False,-6.165367309343857,1.2613691091537476,,,,
nhanes_real,0,v2,dsr_c1,0.95,759,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.003907833015546203,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,760,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0036159170558676124,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,764,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0035426249960437417,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,765,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0037292499328032136,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,767,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.0034865839406847954,0.0,0.0,,"[3086, 57]",2.0,0.23480209708213806,False,False,False,False,False,False,-6.086542202627834,0.908672034740448,,,,
nhanes_real,0,v2,dsr_c1,0.95,769,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0036662910133600235,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,774,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.003559499979019165,0.0,0.0,,"[3086, 107]",2.0,0.40831783413887024,False,False,False,False,False,False,-6.156570000745095,1.3221700191497803,,,,
nhanes_real,0,v2,dsr_c1,0.95,775,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.003782166983000934,0.0,0.0,,"[3086, 2222]",2.0,1.7775331735610962,False,False,False,False,False,False,-6.279924285503364,4.95034122467041,,,,
nhanes_real,0,v2,dsr_c1,0.95,777,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.0034194589825347066,0.0,0.0,,"[3086, 2938]",2.0,0.5087802410125732,False,False,False,False,False,False,-6.338782698150008,1.945099949836731,,,,
nhanes_real,0,v2,dsr_c1,0.95,782,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.003456332953646779,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,783,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.003490583971142769,0.0,0.0,,"[3086, 1973]",2.0,1.1273667812347412,False,False,False,False,False,False,-6.383705784077027,3.623713970184326,,,,
nhanes_real,0,v2,dsr_c1,0.95,786,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.003476666985079646,0.0,0.0,,"[3086, 290]",2.0,0.37478727102279663,False,False,False,False,False,False,-6.011808393578448,1.0001789331436157,,,,
nhanes_real,0,v2,dsr_c1,0.95,788,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.005089042009785771,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,790,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0039062079740688205,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,792,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0035665829200297594,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,794,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0035731670213863254,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,796,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.0038509159348905087,0.0,0.0,,"[3086, 27]",2.0,0.869556725025177,False,False,False,False,False,False,-6.759214446227475,2.478362560272217,,,,
