dataset,seed,patient_idx,method,success,latency_sec,cvr_hard,cvr_full,effort,kde
nhanes,0,239,GrowingSpheres,True,0.000694667047355324,1.0,1.0,4.789655504040134,-8.863204935678713
nhanes,0,245,DiCE,True,0.002416833012830466,1.0,1.0,6.562798023223877,-10.139931893772392
nhanes,0,245,FACE,True,0.04500108299544081,1.0,1.0,5.810665130615234,-7.827422556539749
nhanes,0,245,GrowingSpheres,True,0.0007947499980218709,1.0,1.0,6.672068022832257,-11.627238972246197
nhanes,0,252,DiCE,True,0.0018116250284947455,1.0,1.0,5.125364303588867,-9.218694239361174
nhanes,0,252,FACE,True,0.04502537503140047,0.0,0.0,5.329912185668945,-7.938358100622731
nhanes,0,252,GrowingSpheres,True,0.0006017499836161733,1.0,1.0,5.203767353365546,-10.236770128002146
nhanes,0,253,DiCE,True,0.0021592499688267708,1.0,1.0,6.492013454437256,-8.55709228058555
nhanes,0,253,FACE,True,0.045366541016846895,1.0,1.0,4.224472999572754,-8.010579426918357
nhanes,0,253,GrowingSpheres,True,0.0009060419979505241,1.0,1.0,7.141383407423586,-9.113185349699785
nhanes,0,255,DiCE,True,0.001348958001472056,1.0,1.0,3.5233652591705322,-9.045422069111163
nhanes,0,255,FACE,True,0.045076999987941235,1.0,1.0,3.8933491706848145,-8.544832074543576
nhanes,0,255,GrowingSpheres,True,0.0004973330069333315,1.0,1.0,3.3836657670014434,-9.591381969285244
nhanes,0,257,DiCE,True,0.003364333009812981,1.0,1.0,9.524553298950195,-9.415861834745268
nhanes,0,257,FACE,True,0.04501087503740564,1.0,1.0,8.38507080078125,-8.99309084937088
nhanes,0,257,GrowingSpheres,True,0.0011615840485319495,1.0,1.0,9.526017375147337,-11.087590898376975
nhanes,0,267,DiCE,True,0.0015150830149650574,1.0,1.0,4.222273826599121,-8.271138119796161
nhanes,0,267,FACE,True,0.04507037502480671,1.0,1.0,3.515974521636963,-7.921674742274872
nhanes,0,267,GrowingSpheres,True,0.0006442919839173555,1.0,1.0,4.738272387027469,-8.863846893045654
nhanes,0,268,DiCE,True,0.0014019169611856341,1.0,1.0,4.5377116203308105,-7.700653956435662
nhanes,0,268,FACE,True,0.04515879100654274,0.0,0.0,5.354292392730713,-8.150137130403063
nhanes,0,268,GrowingSpheres,True,0.0006085420027375221,1.0,1.0,5.479277273217374,-7.936043581094274
nhanes,0,277,DiCE,True,0.0015359999961219728,1.0,1.0,4.294400691986084,-8.864885817689176
nhanes,0,277,FACE,True,0.045080917014274746,0.0,1.0,6.948556900024414,-8.544832074543576
nhanes,0,277,GrowingSpheres,True,0.0007220839615911245,1.0,1.0,6.604352827797685,-10.240535805102086
nhanes,0,278,DiCE,True,0.0018611669656820595,1.0,1.0,6.2307915687561035,-9.71608172368035
nhanes,0,278,FACE,True,0.04486183397239074,1.0,1.0,4.8166327476501465,-7.420243127507586
nhanes,0,278,GrowingSpheres,True,0.0007928749546408653,1.0,1.0,5.4448833112775885,-12.68000480595638
nhanes,0,282,DiCE,True,0.001745249959640205,1.0,1.0,5.211132049560547,-9.617121972828016
nhanes,0,282,FACE,True,0.044996999960858375,0.0,1.0,5.338550090789795,-7.936461839786048
nhanes,0,282,GrowingSpheres,True,0.0005805420223623514,1.0,1.0,5.3415908810761215,-10.04079332346936
nhanes,0,285,DiCE,True,0.0025052919518202543,1.0,1.0,7.410969257354736,-11.286578437576567
nhanes,0,285,FACE,True,0.04480020800838247,1.0,1.0,6.822500228881836,-8.561242827156194
